"MuseumCode","Barcode","Collectors","AdditionalCollectors","FieldNumber","Date","CalcFullName","LocalityNotes","Latitude","Longitude","LLResolution","QDS","LLChecked","DescriptionText"
"PRE","PRE0038409-0","Acocks, JPH","","16144","9/12/1951","Holothrix parviflora (Lindl.) Rchb.f.","Bathurst Dist.; Hopewell, S of Southwell..","-33.6035634500","26.6748931100","2k","3326DA","True","Frequent. Flowers white, leaves very thick and succulent."
"PRE","PRE0041599-0","Acocks, JPH","Hafstrom, AHF","45","11/13/1938","Pentameris distichophylla (Lehm.) Nees","SWARTBERG PASS","-33.3270452800","22.0390834800","5k","3322AC","True",""
"NH","NH0034854-0","Acocks, JPH","","10127","2/27/1944","Cotula nigellifolia (DC.) K.Bremer & Humphries var. nigellifolia","Mooi River, Weenen County; banks of river at Lake Hotel.","","","","","","Leaves glaucous. Rays white."
"PRE","PRE0220879-0","Acocks, JPH","","14433","6/23/1948","Senecio cotyledonis DC.","CALVINIA DIV.; BLOUKRANS PASS; S. OF CALVINIA","-31.6439402100","19.7427992400","2k","3119DA","True",""
"PRE","PRE0483076-0","Acocks, JPH","","24432","10/17/1970","Asclepias brevipes (Schltr.) Schltr.","PRETORIA DIST.; 25.6 KM. W. OF PRETORIA","-25.7171990000","27.7879140000","2k","2527DB","True",""
"PRE","PRE0101498-0","Acocks, JPH","","22508","7/27/1962","Schoenus nigricans L.","BREDASDORP DIST.; N. SIDE OF POTBERG.","-34.3683766400","20.6029963100","2k","3420BC","True","Locally frequent."
"PRE","PRE0400143-0","Acocks, JPH","","12260","12/7/1945","Ocotea bullata (Burch.) Baill.","TABANKULU","-30.9948112500","29.3484604400","2k","3029CD","True","Tree 12, 19 m high. Leaves dark."
"NH","NH0036220-0","Acocks, JPH","","11690","8/19/1945","Scolopia zeyheri (Nees) Harv.","Vryheid. Inhlazati Mt.","-28.1680310700","31.1799664400","1000m","2831AA","True","Trees. 12 ft."
"PRE","PRE0097670-0","Acocks, JPH","","12665","5/12/1946","Althaea ludwigii L.","KENHARDT DIV.; JAGBULT; FLOOR OF UILPAN","-29.7135717800","21.7111293300","2k","2921DA","True",""
"NH","NH0036397-0","Acocks, JPH","","11440","4/19/1945","Aeollanthus buchnerianus Briq.","Draycott Hill.","-28.9969137400","29.7068321100","2k","2829DC","True","Glaucous, fleshy. Stems with tuberous base."
"PRE","PRE0153337-0","Acocks, JPH","","11571","7/13/1945","Cephalanthus natalensis Oliv.","VRYHEID; HILLS BEHIND TOWN","-27.7542337300","30.7855316800","2k","2730DD","True",""
"PRE","PRE0458539-0","Acocks, JPH","","13721","4/29/1947","Crassula rubricaulis Eckl. & Zeyh.","14 MI. N. OF HUMANSDORP","-33.8385460000","24.7281570000","2k","3324DC","True",""
"PRE","PRE0403288-0","Acocks, JPH","","22701","9/19/1962","Aspalathus incomta Thunb.","SWELLENDAM DIV.; HESSEQUAS POORT","-34.0997312800","20.2232783700","2k","3420AA","True","Low green shrub."
"PRE","PRE0155099-0","Acocks, JPH","","2559","11/11/1937","Solanum triflorum Nutt.","PRIESKA DIV.; ORANGE RIVER; KAMEELBOOM BELOW KOEGAS","-29.3525870000","22.2629370000","2k","2922AD","True",""
"PRE","PRE0134856-0","Acocks, JPH","","8684","5/12/1938","Jamesbrittenia atropurpurea (Benth.) Hilliard subsp. atropurpurea","MIDDELBURG DIV; GROOTFONTEIN; 7.8 MI. FROM GROOTFONTEIN ON NAAUWPOORT ROAD","-31.3631470000","25.0176040000","2k","3125AC","True",""
"PRE","PRE0452368-0","Acocks, JPH","Hafstrom, AHF","1983A","12/8/1938","Pelargonium ternatum (L.f.) Jacq.","LANGEBERG MTS.; RIVERSDALE DIV.; KORTE FONTEIN N. SLOPES OF LANGEBERGE","-33.9224760000","21.0617814000","2k","3321CC","True",""
"PRE","PRE0432832-0","Acocks, JPH","","13322","2/21/1947","Aeschynomene micrantha DC.","PORT SHEPSTONE DIST.; IZOTSHA RIVER; JUST S OF RIVER","-30.7815590000","30.4216720000","2k","3030CD","True",""
"NH","NH0036409-0","Acocks, JPH","","11461","4/26/1945","Cotula hispida (DC.) Harv.","Weenen City, Tabamhlope (Table Mountain).","-29.1219455700","29.6492199700","2k","2929BA","True","Disc yellow."
"PRE","PRE0196288-0","Acocks, JPH","","16132","9/11/1951","Cotula discolor (DC.) J.C.Manning & Mucina","BATHURST DIV.; HOPEWELL; S. OF SOUTHWELL","-33.6001420000","26.6560350000","2k","3326DA","True",""
"PRE","PRE0058955-0","Acocks, JPH","","17748","9/28/1954","Ornithogalum multifolium Baker","CALVINIA DIST.; AKKERENDAM; FOOT SLOPES OF HANTAMSBERG.","-31.4398323400","19.7659460500","5k","3119BD","True",""
"PRE","PRE0537474-0","Acocks, JPH","","8564","1/15/1938","Cyperus rupestris Kunth var. rupestris","HAY DIV.; GROENWATER. JASPER HILLS.","-28.2420572000","23.2908143000","2k","2823AB","True",""
"PRE","PRE0232332-0","Acocks, JPH","","15235","11/2/1948","Euryops thunbergii B.Nord.","MALMESBURY DIV.; OUDEPOST HOTEL TO SE.","-33.2663930000","18.5984530000","2k","3318BC","True",""
"PRE","PRE0390251-2","Acocks, JPH","","506","7/9/1936","Lotononis linearifolia B.-E.van Wyk","HAY DIV.","-28.8750000000","22.8750000000","1/4dg","2822DD","","Very common. Flowers yellow."
"PRE","PRE0049623-0","Acocks, JPH","","18214","6/10/1955","Lachenalia ensifolia (Thunb.) J.C.Manning & Goldblatt","CALVINIA DIV.; NEAR NIEUWOUDTVILLE TO S.","-31.3972986500","19.1418914900","2k","3119AC","True","Locally abundant. Flowers white."
"PRE","PRE0377565-0","Acocks, JPH","","16200","10/17/1939","Thesium confine Sond.","VEREENIGING DIST.; LEEUWKUIL RES STA","-26.6597000000","27.9053000000","2k","2627DB","True","Dark green."
"PRE","PRE0372139-0","Acocks, JPH","","1720","02/1937","Salsola rabieana I.Verd.","CARNARVON DIV.","","","","","",""
"PRE","PRE0266424-0","Acocks, JPH","","12031","10/31/1945","Loxostylis alata A.Spreng. ex Rchb.","SOMERSET EAST DIV.; ZUURBERG; ABOVE ANNS VILLA","-33.2664093800","25.7670510400","2k","3325BD","True",""
"PRE","PRE0433944-0","Acocks, JPH","","23178","12/17/1962","Indigofera hamulosa Schltr.","BREDASDORP DIST.; WYDGELEGEN; 2 MI. S. OF WYDGELEGEN POST OFFICE","-34.3940830100","20.4241795200","2k","3420AD","True",""
"NH","NH0035580-0","Acocks, JPH","","10627","10/1/1944","Drimia calcarata (Baker) Stedje","Dalton Bridge, Estcourt District.","-29.0905600000","29.8027800000","2k","2929BB","True",""
"NH","NH0123784-0","Acocks, JPH","","13769","5/30/1947","Printzia pyrifolia Less.","Impendle District; Impendle Mountain; middle slopes of Impendle Mountain.","-29.6453924600","29.8113652400","2k","2929DB","True",""
"PRE","PRE0167100-0","Acocks, JPH","","16969","8/26/1953","Felicia scabrida (DC.) Range","SUTHERLAND DIV.; KLIPBANK RIVER; NW. OF KLIPBANKSRIVIER","-32.5137474200","20.3424605700","2k","3220CB","True",""
"PRE","PRE0264664-0","Acocks, JPH","Hafstrom, AHF","778","9/15/1938","Agathosma capensis (L.) Dummer","CAPE PENINSULA; SIMONSTOWN DIST.; REDHILL","-34.1889680000","18.4182130000","1000m","3418AB","True",""
"PRE","PRE0439546-0","Acocks, JPH","","1864","2/27/1937","Indigofera charlieriana Schinz var. charlieriana","BARKLEY WEST DIV.; SHALEN; ON SLOPE BELOW THE KAAP PLATEAU","-27.9075331300","24.4626039400","2k","2724CD","True",""
"PRE","PRE0048903-0","Acocks, JPH","","10781","11/19/1944","Moraea trifida R.C.Foster","WEENEN COUNTY; TABAMHLOPE POLICE POST; NEAR POLICE POST.","-29.0977800000","29.6087690000","2k","2929BA","True",""
"PRE","PRE0377295-0","Acocks, JPH","","11652","8/14/1945","Biancaea decapetala (Roth) O.Deg.","KRANSKOP DIST.; SOLITUDE STORE","-28.9078090000","30.8605320000","2k","2830DD","True",""
"PRE","PRE0179540-0","Acocks, JPH","","23712","9/13/1965","Oedera sedifolia (DC.) Anderb. & K.Bremer","CERES DIV.; PIENAARS KLOOF; POORT N. OF PIENAARSKLOOF","-33.1810331900","20.1606501000","2k","3320AA","True",""
"PRE","PRE0446827-0","Acocks, JPH","","13429","2/26/1947","Vigna sp.","LUSIKISIKI; 9 MI ESE OF LUSIKISIKI","-31.3886382200","29.6746627100","2k","3129BC","True",""
"PRE","PRE0398838-0","Acocks, JPH","","15404","9/22/1949","Aspalathus alopecurus Benth.","MOSSEL BAY DIV; 8.5 MI W OF MOSSEL BAY","-34.1796050000","21.9815540000","2k","3421BB","True","1.5-2 ft shrub, flowers yellow"
"PRE","PRE0564456-0","Acocks, JPH","","H831(PRE23481)","10/8/1936","Gymnosporia buxifolia (L.) Szyszyl.","Banks of the Vaal River at Sydney.","-28.4500440000","24.3237270000","2k","2824AD","True",""
"PRE","PRE0525196-0","Acocks, JPH","","114","3/18/1936","Seddera suffruticosa (Schinz) Hallier f.","BARKLEY WEST DIV.; MOUNT RUPERT; 1 MI. FROM MT. RUPERT LOWER SLOPE OF KOPPIE","-28.1902536200","24.4798816900","2k","2824AB","True",""
"PRE","PRE0418018-0","Acocks, JPH","","12594","5/5/1946","Cleome angustifolia subsp. diandra (Burch.) Kers","FAURESMITH; LUCKHOFF; 7.5 MI. FROM TOWN","-29.8218140000","24.7108230000","2k","2924DC","True","Glaucous with yellow flowers."
"PRE","PRE0206198-0","Acocks, JPH","","14685","9/9/1948","Hertia cluytiifolia (DC.) Kuntze","VICTORIA WEST; PAMPOENPOORT","-31.0771400000","22.6720630000","2k","3122BA","True",""
"PRE","PRE0241526-0","Acocks, JPH","","19721","8/28/1958","Muraltia rhamnoides Chodat","CALVINIA DIV.; LOKENBURG; RIDGES","-31.6951841600","19.1896762400","10k","3119CA","True",""
"NBG","NBG0172257-0","Acocks, JPH","","24240","8/28/1969","Watsonia aletroides (Burm.f.) Ker Gawl.","Bredasdorp. About 5 miles SE of Buffeljachtsrivier, Swellendam.","-34.0822200000","20.6097200000","2k","3420BA","True",""
"PRE","PRE0640048-0","Acocks, JPH","","22929","11/8/1962","Moraea inconspicua Goldblatt","BREDASDORP DIST.; FAIRFIELD.","-34.4131584500","19.7684054800","2k","3419BD","True",""
"PRE","PRE0265694-0","Acocks, JPH","Hafstrom, AHF","824","10/29/1938","Polygala gracilenta Burtt Davy","BERGVILLE DIST.; ROYAL NATAL NAT. PAR; TUGELA VALLEY","-28.7289117500","28.9439768400","5k","2828DB","True",""
"PRE","PRE0201988-0","Acocks, JPH","","23616","4/22/1965","Wahlenbergia polyantha Lammers","RIVERSDALE DIV.; ALBERTINIA TURNING; 4 MI. W. OF ALBERTINIA TURNING","-34.2030600000","21.5136100000","2k","3421BA","True",""
"PRE","PRE0073894-0","Acocks, JPH","","22960","11/9/1962","Gladiolus carneus D.Delaroche","CALEDON DIST.; PAVIESVLEI; 2 MI. W. BY N. OF PAVIESVLEI P.O. IN SWAMP.","-34.4584266300","19.5817183100","2k","3419BC","True",""
"PRE","PRE0633186-0","Acocks, JPH","","18264","6/19/1955","Ficinia ramosissima Kunth","PRINCE ALBERT DIST.; SWARTBERG PASS.","-33.3270452800","22.0390834800","5k","3322AC","True",""
"NH","NH0036416-0","Acocks, JPH","","11505","4/26/1945","Phymaspermum woodii (Thell.) Kallersjo","Weenen City. Tabamhlophe (Table Mt).","-29.1219455700","29.6492199700","2k","2929BA","True",""
"PRE","PRE0362414-0","Acocks, JPH","","15358","12/5/1948","Polygonum plebeium R.Br.","ORANGE RIVER; COLESBERG DIST.; ORANGE RIVER N.N.E. OF COLESBERG","-30.5036732200","25.1989001900","2k","3025CA","True",""
"PRE","PRE0326916-0","Acocks, JPH","","16155","9/5/1951","Sebaea grisebachiana Schinz","SWELLENDAM DIV.; ZUURBRAAK;","-34.0038900000","20.6461773100","2k","3420BA","True","Flowers yellow."
"PRE","PRE0411232-0","Acocks, JPH","","1575","01/1937","Tetragonia arbuscula Fenzl","PNIEL","-33.8945923100","18.9622120300","2k","3318DD","True",""
"PRE","PRE0427963-0","Acocks, JPH","","14203","3/24/1948","Psoralea glaucescens Eckl. & Zeyh.","NAMAQUALAND; LELIEFONTEIN; 5M SE OF LELIEFONTEIN","-30.3647030000","18.1182940000","2k","3018AC","True",""
"PRE","PRE0285449-0","Acocks, JPH","","21133","7/6/1960","Phylica willdenowiana Eckl. & Zeyh.","ROBBERG PENINSULA; W. PART OF ROBBERG PENINSULA","-34.0999100000","23.3750530000","2k","3423AB","True",""
"NBG","NBG0156549-0","Acocks, JPH","","21320","8/7/1960","Erica tenuis Salisb.","George Div. Outeniqua Pass, S side of pass.","-33.8995623700","22.4017125400","5k","3322CD","True",""
"PRE","PRE0126415-0","Acocks, JPH","","15651","10/17/1949","Jamesbrittenia primuliflora (Thell.) Hilliard","GIBEON DIST.; 29 MI. S. BY W. OF MARIENTAL","-25.0437790000","17.8891390000","2k","2517BB","True",""
"PRE","PRE0429912-0","Acocks, JPH","","9613","1/27/1943","Indigastrum niveum (Willd. ex Spreng.) Schrire & Callm.","WILLISTON; RIETKOLK-OOS","-30.3660308000","20.5901589300","2k","3020BC","True",""
"PRE","PRE0092983-0","Acocks, JPH","Hafstrom, AHF","1960","10/17/1938","Cheilanthes viridis (Forssk.) Sw. var. viridis","WYLLIES POORT","-22.9204590000","29.9295150000","2k","2229DD","True",""
"PRE","PRE0201932-0","Acocks, JPH","","9808","5/8/1943","Wahlenbergia laxiflora (Sond.) Lammers","KOLOGHA RANGE; TOP OF RANGE","-32.5310054500","27.3182161200","5k","3227CB","True",""
"PRE","PRE0113897-0","Acocks, JPH","","23551","3/14/1965","Utricularia stellaris L.f.","BETHLEHEM DIST.; KRANSFONTEIN; 9 MI. NE. OF KRANSFONTEIN POST OFFICE","-28.0639600000","28.6563760000","2k","2828BA","True","Flowers yellow."
"NBG","NBG0218904-0","Acocks, JPH","","23116","12/13/1962","Restio eleocharis Nees ex Mast.","Bredasdorp Dist. Die Poort.","-34.5920173000","19.9974149300","2k","3419DB","True",""
"PRE","PRE0189733-0","Acocks, JPH","","588","","Geigeria ornativa O.Hoffm. subsp. ornativa","SPIOENKOP","-28.4793466400","22.5861524100","2k","2822BC","True",""
"PRE","PRE0172529-0","Acocks, JPH","","23789","11/11/1965","Zehneria scabra (L.f.) Sond. subsp. scabra","BARVILLE PARK","-33.6089130000","26.7845600000","2k","3326DB","True",""
"PRE","PRE0350481-0","Acocks, JPH","Hafstrom, AHF","1046","9/3/1938","Erica cristiflora Salisb. var. cristiflora","WORCESTER; ELANDSKLOOF PASS; UPPER SLOPES","-32.6175350000","19.1285410000","2k","3219CA","True",""
"PRE","PRE0202701-0","Acocks, JPH","","9347","11/15/1942","Helichrysum appendiculatum (L.f.) Less.","STUTTERHEIM DIV.; DONGA RANGE","-32.6167560800","27.2458477600","2k","3227CA","True",""
"PRE","PRE0432985-0","Acocks, JPH","","22824","9/26/1962","Indigofera mauritanica (L.) Thunb.","BREDASDORP DIST.; FAIRFIELD; ON PASS","-34.4376000000","19.7397500000","5k","3419BC","True","Decumbent."
"PRE","PRE0218025-0","Acocks, JPH","","18557","9/26/1955","Tripteris aghillana DC. var. aghillana","CALVINIA DIV.; KREE KOM; 25 MI. N.W. OF CALVINIA DOLERITE RIDGES","-31.4170920000","19.4577650000","2k","3119AD","True",""
"PRE","PRE0128220-0","Acocks, JPH","","16709","1/16/1953","Ipomoea coptica (L.) Roth ex Roem. & Schult.","NELSPRUIT DIST.; KRUGER NAT. PARK; 16.5 MI. SE. OF PRETORIUS KOP","-25.2548400800","31.4613747100","2k","2531AD","True",""
"PRE","PRE0111295-0","Acocks, JPH","","21042","2/9/1960","Cyperus tabularis Schrad.","ABERDEEN DIV.; PALMIETFONTEIN; PLATEAU OF CAMDEBOO MTS.","-32.2813782500","23.9160673700","2k","3223BD","True",""
"PRE","PRE0273195-0","Acocks, JPH","","9440","12/6/1942","Mystroxylon aethiopicum (Thunb.) Loes. subsp. aethiopicum","KEISKAMMAHOEK DIST.","-32.6250000000","27.1250000000","1/4dg","3227CA","","Tree, 4.5 - 12 m high"
"PRE","PRE0242164-0","Acocks, JPH","","11818","9/25/1945","Sclerocroton integerrimus Hochst.","LOWER TUGELA DIST.; GROUTVILLE","-29.4090237200","31.2540173600","5k","2931AD","True",""
"PRE","PRE0179284-0","Acocks, JPH","","9146","10/4/1942","Helichrysum odoratissimum (L.) Sweet var. odoratissimum","EAST LONDON DIST.; GONUBIE MOUTH; NR. MOUTH","-32.9344100000","28.0311600000","1000m","3228CC","True",""
"PRE","PRE0232492-0","Acocks, JPH","","20956","11/23/1959","Gerbera ambigua (Cass.) Sch.Bip.","LYDENBURG DIST.; DRIEKOP P.O.; 2.7 MI. S.E. OF DRIEKOP P.O.","-24.6182613300","30.1861656600","2k","2430CA","True",""
"PRE","PRE0601464-0","Acocks, JPH","","H1312","10/23/1936","Lapeirousia littoralis Baker","HAY DIV.; FOOT OF BERGENAARS PAD.","-28.4957632900","22.6041408700","2k","2822BC","True",""
"NH","NH0035526-0","Acocks, JPH","","10575","9/13/1944","Gerbera ambigua (Cass.) Sch.Bip.","ESTCOURT DIST.; DRAYCOTT HILL; SLOPES & TOP","-28.9990259700","29.6972390700","2k","2829DC","True",""
"PRE","PRE0445328-0","Acocks, JPH","","9148","10/4/1942","Rhynchosia caribaea (Jacq.) DC.","EAST LONDON DIST.; GONUBIE MOUTH","-32.9344100000","28.0311600000","1000m","3228CC","True",""
"PRE","PRE0332013-0","Acocks, JPH","Hafstrom, AHF","2016","12/4/1938","Erica bergiana L. var. bergiana","MITCHELL'S PASS","-33.4028520000","19.2879370000","5k","3319AD","True",""
"PRE","PRE0440418-0","Acocks, JPH","","21261","8/3/1960","Cliffortia drepanoides Eckl. & Zeyh.","PORT ELIZABETH DISTRICT. UITENHAGE; 15 MI UP ELANDS RIVER RD","-33.7629100000","25.1287350000","2k","3325CC","True","Rather sprawling. Height: up to 4 ft."
"PRE","PRE0283827-0","Acocks, JPH","","24179","12/5/1968","Phylica elimensis Pillans","MOSSEL BAY DIV; HERBERTSDALE; TO S. OF HERBERTSDALE","-34.0269570000","21.7634630000","2k","3421BB","True",""
"PRE","PRE0483680-0","Acocks, JPH","","14676","9/9/1948","Rosenia humilis (Less.) K.Bremer","VICTORIA WEST DIV.; PAMPOENPOORT","-31.0771400000","22.6720630000","2k","3122BA","True",""
"PRE","PRE0140812-0","Acocks, JPH","","359","5/5/1936","Lithospermum cinereum A.DC.","FORT RICHMOND; HERBERT DIST.; EDGE OF PAN AT FORT RICHMOND","-29.3065410000","24.2052230000","5k","2924AC","True",""
"PRE","PRE0032657-0","Acocks, JPH","","20067","11/30/1958","Eragrostis curvula (Schrad.) Nees","MIDDELBURG; COMPASSBERG FARM","-31.7099103600","24.5637669500","2k","3124DA","True",""
"PRE","PRE0229178-0","Acocks, JPH","","9846","10/9/1943","Senecio bupleuroides DC.","ESTCOURT DIST.; ESTCOURT PASTURE RES","-29.0235218800","29.8651008900","2k","2929BB","True",""
"NH","NH0035917-0","Acocks, JPH","","10839","12/6/1944","Hermannia geniculata Eckl. & Zeyh.","Brakfontein near Frere.","-28.9210863800","29.8110595200","2k","2829DD","True","Trailing, flowers white, fading brown."
"PRE","PRE0058226-0","Acocks, JPH","","18497","6/19/1955","Hesperantha rivulicola Goldblatt","CALVINIA DIST.; AKKERENDAM.","-31.4179800000","19.7894590000","2k","3119BD","True","Locally abundant. Flowers erect, white, purple-backed."
"PRE","PRE0444074-0","Acocks, JPH","","16712","1/16/1953","Indigofera vicioides var. rogersii (R.E.Fr.) J.B.Gillett","NELSPRUIT DIST.; KRUGER NAT. PARK; 16.5 MI. SE. OF PRETORIUSKOP","-25.2548400800","31.4613747100","2k","2531AD","True",""
"PRE","PRE0707465-0","Acocks, JPH","","12810","7/23/1946","Felicia ovata (Thunb.) Compton","TARKA; PALINGSKLOOF P.O.","-32.1313074400","26.0777869200","2k","3226AA","True",""
"PRE","PRE0297527-0","Acocks, JPH","Hafstrom, AHF","1027","11/15/1938","Anginon swellendamensis (Eckl. & Zeyh.) B.L.Burtt","Swellendam Division; Barrydale; On hills.","-33.9041240000","20.7213046700","10k","3320DC","True",""
"PRE","PRE0430507-0","Acocks, JPH","","22857","9/29/1962","Lessertia herbacea (L.) Druce","CAMFER STA.; 4 MI. WNW. OF STA.","-33.8211100000","22.3666700000","2k","3322CD","True",""
"PRE","PRE0420869-0","Acocks, JPH","","12871","8/17/1946","Cocculus hirsutus (L.) W.Theob.","BARBERTON DIST.; NOORDKAAP; 3.5 MI. E. OF NOORDKAAP","-25.6761129600","31.1344708000","2k","2531CA","True",""
"PRE","PRE0263351-0","Acocks, JPH","","23735","9/15/1965","Agathosma squamosa (Roem. & Schult.) Bartl. & H.L.Wendl.","WORCESTER DIV.; VERKEERDEVLEI DAM; HILL TO NE. OF VERKEERDEVLEI DAM","-33.3176679100","19.9001674800","2k","3319BD","True",""
"PRE","PRE0267182-0","Acocks, JPH","","14099","3/8/1948","Heeria argentea (Thunb.) Meisn.","WORCESTER DIV.; BAINS KLOOF","-33.5834912600","19.1330146000","5k","3319CA","True","Tree, 1.8 - 3 m high."
"PRE","PRE0073872-0","Acocks, JPH","","22938","11/9/1962","Gladiolus miniatus Eckl.","CALEDON DIST.; DE KELDERS.","-34.5548095300","19.3637920300","2k","3419CB","True",""
"PRE","PRE0443915-0","Acocks, JPH","","16194","10/13/1939","Indigofera torulosa var. angustiloba (Baker f.) J.B.Gillett","VEREENIGING DIST.; LEEUWKUIL RES STA","-26.6597000000","27.9053000000","2k","2627DB","True","Flowers brick red."
"PRE","PRE0157877-0","Acocks, JPH","","20448","5/16/1959","Pteronia stoehelinoides DC.","PRINCE ALBERT DIV.; ZEEKOEGAT P. O.; 5 MI. WSW. OF ZEEKOEGAT P. O.","-33.0924080000","22.4419570000","2k","3322AB","True",""
"PRE","PRE0048454-0","Acocks, JPH","","14973","9/24/1948","Lachenalia hirta (Thunb.) Thunb. var. hirta","NAMAQUALAND; 6.5 MI. SSW.  OF KAMIESKROON.","-30.2676360000","17.8975200000","2k","3017BD","True","Rare. Flowers grey and yellow."
"PRE","PRE0008257-0","Acocks, JPH","Naude","19","2/9/1942","Lophacme digitata Stapf","WATERBERG DIST.; NOOITGEDACHT 699","-24.5324990000","28.5658490000","10k","2428DA","True",""
"PRE","PRE0334348-0","Acocks, JPH","","21711","12/1/1960","Villarsia capensis (Houtt.) Merr.","HUMANSDORP; 18 MI. W. OF TOWN","-33.9688709000","24.4698503700","2k","3324CD","True",""
"PRE","PRE0380034-0","Acocks, JPH","","10606","9/17/1944","Thesium scirpioides A.W.Hill","ESTCOURT DIST.; WILLOWFORD STA.","-28.9782336500","29.8322481800","5k","2829DD","True",""
"PRE","PRE0027800-0","Acocks, JPH","","13278","1/20/1947","Sporobolus virginicus (L.) Kunth","BATHURST DIV.; PORT ALFRED; TIDAL FLATS ALONG KOWIE RIVER","-33.6039900000","26.8976100000","2k","3326DB","True",""
"PRE","PRE0013556-0","Acocks, JPH","","10503","7/20/1944","Melinis minutiflora P.Beauv.","ESTCOURT; VECHLAGER","-29.0677717100","29.8158447300","2k","2929BB","True",""
